course_name,name,section,overall_grade,grade,difficulty,useful,comments,time
EELC1013,TEACHER,12,F,D-,F,F,4,MON 16:00-17:15 & THU 16:00-17:15
EELC1013,TEACHER,13,F,D-,F,F,4,FRI 08:30-09:45 & TUE 08:30-09:45
EELC1013,TEACHER,14,F,D-,F,F,4,FRI 08:30-09:45 & TUE 08:30-09:45
EELC1013,TEACHER,15,F,D-,F,F,4,FRI 10:00-11:15 & TUE 10:00-11:15
EELC1013,TEACHER,16,F,D-,F,F,4,FRI 10:00-11:15 & TUE 10:00-11:15
EELC1013,TEACHER,17,F,D-,F,F,4,FRI 11:30-12:45 & TUE 11:30-12:45
EELC1013,TEACHER,18,F,D-,F,F,4,FRI 11:30-12:45 & TUE 11:30-12:45
EELC1013,TEACHER,19,F,D-,F,F,4,FRI 13:00-14:15 & TUE 13:00-14:15
EELC1013,TEACHER,20,F,D-,F,F,4,FRI 13:00-14:15 & TUE 13:00-14:15
EELC1013,TEACHER,21,F,D-,F,F,4,FRI 14:30-15:45 & TUE 14:30-15:45
EELC1013,TEACHER,23,F,D-,F,F,4,FRI 16:00-17:15 & TUE 16:00-17:15
EELC1013,TEACHER,24,F,D-,F,F,4,FRI 16:00-17:15 & TUE 16:00-17:15
EMEN3000,WONG SENG FAT,1,F,F,F,F,30,MON 11:00-12:45 & THU 11:00-12:45
HONR2004,MANUEL ANTONIO NORONHA,10,F,F,F,F,1,
HSCI2001,WANG LI,1,F,F,F,F,1,WED 10:00-12:45
HSCI2003,JUNG WOO PARK,1,F,F,F,F,1,TUE 14:30-17:15
LAWS4011,IAU TENG PIO,101,F,F,F,F,3,
PORT1002,VÍTOR MIGUEL DUARTE SILVA,2,F,F,F,F,3,FRI 16:00-17:15 & MON 16:00-17:15 & THU 16:00-17:15 & TUE 16:00-17:15
SOCY4000,LI YI,1,F,F,F,F,1,MON 10:00-11:15 & THU 10:00-11:15
TELC1011,TUTORIAL,1,F,F,F,F,1,WED 08:30-09:20
TELC1011,TUTORIAL,2,F,F,F,F,1,WED 08:30-09:20
TELC1011,TUTORIAL,3,F,F,F,F,1,WED 08:30-09:20
TELC1011,TUTORIAL,4,F,F,F,F,1,WED 08:30-09:20
TELC1011,TUTORIAL,5,F,F,F,F,1,WED 08:30-09:20
TELC1011,TUTORIAL,6,F,F,F,F,1,WED 08:30-09:20
TELC1011,TUTORIAL,7,F,F,F,F,1,WED 08:30-09:20
TELC1011,TUTORIAL,8,F,F,F,F,1,WED 08:30-09:20
TELC1011,TUTORIAL,9,F,F,F,F,1,WED 08:30-09:20
TELC1011,TUTORIAL,10,F,F,F,F,1,WED 08:30-09:20
TELC1011,TUTORIAL,11,F,F,F,F,1,WED 08:30-09:20
TELC1011,TUTORIAL,12,F,F,F,F,1,WED 08:30-09:20
TELC1011,TUTORIAL,13,F,F,F,F,1,TUE 10:00-10:50
TELC1011,TUTORIAL,14,F,F,F,F,1,TUE 10:30-11:20
TELC1011,TUTORIAL,15,F,F,F,F,1,TUE 11:00-11:50
TELC1011,TUTORIAL,16,F,F,F,F,1,TUE 11:30-12:20
TELC1011,TUTORIAL,17,F,F,F,F,1,TUE 12:00-12:50
TELC1011,TUTORIAL,18,F,F,F,F,1,TUE 12:30-13:20
TELC1011,TUTORIAL,19,F,F,F,F,1,TUE 13:00-13:50
TELC1011,TUTORIAL,20,F,F,F,F,1,TUE 13:30-14:20
TELC1011,TUTORIAL,21,F,F,F,F,1,TUE 14:00-14:50
TELC1011,TUTORIAL,22,F,F,F,F,1,TUE 14:30-15:20
TELC1011,TUTORIAL,23,F,F,F,F,1,TUE 15:00-15:50
TELC1011,TUTORIAL,24,F,F,F,F,1,TUE 15:30-16:20
TELC1011,TUTORIAL,25,F,F,F,F,1,TUE 16:00-16:50
TELC1011,TUTORIAL,26,F,F,F,F,1,WED 10:00-10:50
TELC1011,TUTORIAL,27,F,F,F,F,1,WED 10:30-11:20
TELC1011,TUTORIAL,28,F,F,F,F,1,WED 11:00-11:50
TELC1011,TUTORIAL,29,F,F,F,F,1,WED 11:30-12:20
TELC1011,TUTORIAL,30,F,F,F,F,1,WED 12:00-12:50
TELC1011,TUTORIAL,31,F,F,F,F,1,WED 12:30-13:20
TELC1011,TUTORIAL,32,F,F,F,F,1,WED 13:00-13:50
TELC1011,TUTORIAL,33,F,F,F,F,1,WED 13:30-14:20
TELC1011,TUTORIAL,34,F,F,F,F,1,WED 14:00-14:50
TELC1011,TUTORIAL,35,F,F,F,F,1,WED 15:00-15:50
TELC1011,TUTORIAL,36,F,F,F,F,1,WED 16:00-16:50
TELC1011,TUTORIAL,37,F,F,F,F,1,THU 10:00-10:50
TELC1011,TUTORIAL,38,F,F,F,F,1,THU 10:30-11:20
TELC1011,TUTORIAL,39,F,F,F,F,1,THU 11:00-11:50
TELC1011,TUTORIAL,40,F,F,F,F,1,THU 11:30-12:20
TELC1011,TUTORIAL,41,F,F,F,F,1,THU 12:00-12:50
TELC1011,TUTORIAL,45,F,F,F,F,1,THU 14:00-14:50
TELC1011,TUTORIAL,46,F,F,F,F,1,THU 14:30-15:20
TELC1011,TUTORIAL,47,F,F,F,F,1,THU 15:00-15:50
TELC1011,TUTORIAL,48,F,F,F,F,1,THU 15:30-16:20
TELC1011,TUTORIAL,49,F,F,F,F,1,THU 16:00-16:50
